,score,language,counter,total,normalized
0,-0.99,en,4,159530,2.5073653858208488e-05
1,-0.98,en,31,159530,0.00019432081740111578
2,-0.97,en,61,159530,0.00038237322133767945
3,-0.96,en,67,159530,0.0004199837021249922
4,-0.95,en,90,159530,0.000564157211809691
5,-0.94,en,146,159530,0.0009151883658246098
6,-0.93,en,173,159530,0.0010844355293675172
7,-0.92,en,187,159530,0.0011721933178712469
8,-0.91,en,234,159530,0.0014668087507051966
9,-0.9,en,362,159530,0.0022691656741678683
10,-0.89,en,347,159530,0.0021751394721995863
11,-0.88,en,359,159530,0.0022503604337742117
12,-0.87,en,311,159530,0.00194947658747571
13,-0.86,en,348,159530,0.0021814078856641386
14,-0.85,en,352,159530,0.002206481539522347
15,-0.84,en,589,159530,0.0036920955306211996
16,-0.83,en,489,159530,0.0030652541841659875
17,-0.82,en,891,159530,0.00558515639691594
18,-0.81,en,1027,159530,0.0064376606280950295
19,-0.8,en,537,159530,0.0033661380304644893
20,-0.79,en,483,159530,0.0030276437033786747
21,-0.78,en,851,159530,0.005334419858333855
22,-0.77,en,648,159530,0.004061931925029775
23,-0.76,en,799,159530,0.005008462358177145
24,-0.75,en,366,159530,0.002294239328026077
25,-0.74,en,709,159530,0.004444305146367455
26,-0.73,en,572,159530,0.0035855325017238138
27,-0.72,en,376,159530,0.002356923462671598
28,-0.71,en,504,159530,0.0031592803861342695
29,-0.7,en,432,159530,0.002707954616686517
30,-0.69,en,442,159530,0.002770638751332038
31,-0.68,en,734,159530,0.004601015482981257
32,-0.67,en,470,159530,0.0029461543283394974
33,-0.66,en,493,159530,0.003090327838024196
34,-0.65,en,1601,159530,0.010035729956747947
35,-0.64,en,512,159530,0.0032094276938506865
36,-0.63,en,109,159530,0.0006832570676361813
37,-0.62,en,488,159530,0.0030589857707014356
38,-0.61,en,480,159530,0.0030088384629850186
39,-0.6,en,7235,159530,0.0453519714160346
40,-0.59,en,478,159530,0.0029963016360559144
41,-0.58,en,149,159530,0.0009339936062182662
42,-0.57,en,972,159530,0.006092897887544663
43,-0.56,en,7876,159530,0.04937002444681251
44,-0.55,en,97,159530,0.0006080361060615559
45,-0.54,en,436,159530,0.0027330282705447253
46,-0.53,en,1679,159530,0.010524666206983013
47,-0.52,en,93,159530,0.0005829624522033474
48,-0.51,en,442,159530,0.002770638751332038
49,-0.5,en,83,159530,0.0005202783175578262
50,-0.49,en,553,159530,0.0034664326458973232
51,-0.48,en,1120,159530,0.007020623080298377
52,-0.47,en,169,159530,0.0010593618755093087
53,-0.46,en,636,159530,0.003986710963455149
54,-0.45,en,101,159530,0.0006331097599197643
55,-0.44,en,1061,159530,0.006650786685889801
56,-0.43,en,75,159530,0.00047013100984140914
57,-0.42,en,1392,159530,0.008725631542656554
58,-0.41,en,71,159530,0.00044505735598320066
59,-0.4,en,703,159530,0.004406694665580141
60,-0.39,en,93,159530,0.0005829624522033474
61,-0.38,en,581,159530,0.0036419482229047826
62,-0.37,en,55,159530,0.0003447627405503667
63,-0.36,en,1045,159530,0.006550492070456967
64,-0.35,en,99,159530,0.0006205729329906601
65,-0.34,en,670,159530,0.004199837021249922
66,-0.33,en,101,159530,0.0006331097599197643
67,-0.32,en,711,159530,0.004456841973296558
68,-0.31,en,87,159530,0.0005453519714160347
69,-0.3,en,1193,159530,0.007478217263210681
70,-0.29,en,185,159530,0.0011596564909421426
71,-0.28,en,89,159530,0.0005578887983451389
72,-0.27,en,774,159530,0.004851752021563342
73,-0.26,en,89,159530,0.0005578887983451389
74,-0.25,en,556,159530,0.00348523788629098
75,-0.24,en,90,159530,0.000564157211809691
76,-0.23,en,585,159530,0.003667021876762991
77,-0.22,en,209,159530,0.0013100984140913935
78,-0.21,en,66,159530,0.00041371528866044005
79,-0.2,en,761,159530,0.004770262646524165
80,-0.19,en,51,159530,0.00031968908669215823
81,-0.18,en,778,159530,0.004876825675421551
82,-0.17,en,86,159530,0.0005390835579514825
83,-0.16,en,40,159530,0.00025073653858208485
84,-0.15,en,901,159530,0.005647840531561462
85,-0.14,en,66,159530,0.00041371528866044005
86,-0.13,en,535,159530,0.003353601203535385
87,-0.12,en,64,159530,0.0004011784617313358
88,-0.11,en,25,159530,0.00015671033661380306
89,-0.1,en,1161,159530,0.007277628032345013
90,-0.09,en,114,159530,0.0007145991349589419
91,-0.08,en,566,159530,0.003547922020936501
92,-0.07,en,33,159530,0.00020685764433022003
93,-0.06,en,52,159530,0.00032595750015671036
94,-0.05,en,955,159530,0.005986334858647276
95,-0.04,en,68,159530,0.0004262521155895443
96,-0.03,en,766,159530,0.004801604713846925
97,-0.02,en,88,159530,0.0005516203848805868
98,-0.01,en,29,159530,0.00018178399047201154
99,0.0,en,34621,159530,0.217018742556259
100,0.01,en,43,159530,0.00026954177897574127
101,0.02,en,30,159530,0.00018805240393656366
102,0.03,en,725,159530,0.0045445997618002885
103,0.04,en,54,159530,0.0003384943270858146
104,0.05,en,528,159530,0.0033097223092835204
105,0.06,en,45,159530,0.0002820786059048455
106,0.07,en,41,159530,0.000257004952046637
107,0.08,en,756,159530,0.0047389205792014045
108,0.09,en,48,159530,0.00030088384629850187
109,0.1,en,640,159530,0.0040117846173133576
110,0.11,en,43,159530,0.00026954177897574127
111,0.12,en,66,159530,0.00041371528866044005
112,0.13,en,653,159530,0.004093273992352536
113,0.14,en,57,159530,0.00035729956747947096
114,0.15,en,791,159530,0.004958315050460728
115,0.16,en,68,159530,0.0004262521155895443
116,0.17,en,133,159530,0.0008336989907854322
117,0.18,en,555,159530,0.0034789694728264275
118,0.19,en,62,159530,0.00038864163480223157
119,0.2,en,877,159530,0.005497398608412211
120,0.21,en,44,159530,0.0002758101924402934
121,0.22,en,92,159530,0.0005766940387387953
122,0.23,en,754,159530,0.0047263837522723
123,0.24,en,81,159530,0.0005077414906287219
124,0.25,en,711,159530,0.004456841973296558
125,0.26,en,86,159530,0.0005390835579514825
126,0.27,en,1064,159530,0.006669591926283458
127,0.28,en,55,159530,0.0003447627405503667
128,0.29,en,92,159530,0.0005766940387387953
129,0.3,en,812,159530,0.005089951733216323
130,0.31,en,74,159530,0.000463862596376857
131,0.32,en,1131,159530,0.00708957562840845
132,0.33,en,101,159530,0.0006331097599197643
133,0.34,en,826,159530,0.0051777095217200525
134,0.35,en,96,159530,0.0006017676925970037
135,0.36,en,1678,159530,0.01051839779351846
136,0.37,en,100,159530,0.0006268413464552122
137,0.38,en,737,159530,0.004619820723374914
138,0.39,en,96,159530,0.0006017676925970037
139,0.4,en,1383,159530,0.008669215821475585
140,0.41,en,74,159530,0.000463862596376857
141,0.42,en,1577,159530,0.009885288033598696
142,0.43,en,103,159530,0.0006456465868488686
143,0.44,en,1285,159530,0.008054911301949477
144,0.45,en,96,159530,0.0006017676925970037
145,0.46,en,890,159530,0.005578887983451388
146,0.47,en,109,159530,0.0006832570676361813
147,0.48,en,1077,159530,0.006751081301322635
148,0.49,en,1464,159530,0.009176957312104307
149,0.5,en,176,159530,0.0011032407697611735
150,0.51,en,1186,159530,0.007434338368958816
151,0.52,en,182,159530,0.0011408512505484863
152,0.53,en,810,159530,0.005077414906287219
153,0.54,en,7805,159530,0.04892496709082931
154,0.55,en,108,159530,0.0006769886541716292
155,0.56,en,773,159530,0.00484548360809879
156,0.57,en,1162,159530,0.007283896445809565
157,0.58,en,379,159530,0.002375728703065254
158,0.59,en,851,159530,0.005334419858333855
159,0.6,en,1201,159530,0.007528364570927098
160,0.61,en,588,159530,0.0036858271171566477
161,0.62,en,917,159530,0.005748135146994296
162,0.63,en,207,159530,0.0012975615871622893
163,0.64,en,1539,159530,0.009647088321945715
164,0.65,en,945,159530,0.005923650724001755
165,0.66,en,694,159530,0.0043502789443991725
166,0.67,en,640,159530,0.0040117846173133576
167,0.68,en,790,159530,0.004952046636996176
168,0.69,en,646,159530,0.004049395098100671
169,0.7,en,607,159530,0.0038049269729831378
170,0.71,en,562,159530,0.0035228483670782925
171,0.72,en,1128,159530,0.0070707703880147936
172,0.73,en,544,159530,0.0034100169247163544
173,0.74,en,1135,159530,0.007114649282266659
174,0.75,en,654,159530,0.004099542405817088
175,0.76,en,1023,159530,0.006412586974236821
176,0.77,en,534,159530,0.003347332790070833
177,0.78,en,1084,159530,0.0067949601955745
178,0.79,en,636,159530,0.003986710963455149
179,0.8,en,939,159530,0.005886040243214442
180,0.81,en,1039,159530,0.006512881589669655
181,0.82,en,836,159530,0.005240393656365574
182,0.83,en,929,159530,0.005823356108568921
183,0.84,en,920,159530,0.005766940387387952
184,0.85,en,700,159530,0.004387889425186486
185,0.86,en,986,159530,0.006180655676048392
186,0.87,en,905,159530,0.00567291418541967
187,0.88,en,952,159530,0.00596752961825362
188,0.89,en,888,159530,0.0055663511565222845
189,0.9,en,910,159530,0.005704256252742431
190,0.91,en,829,159530,0.005196514762113709
191,0.92,en,904,159530,0.005666645771955118
192,0.93,en,792,159530,0.004964583463925281
193,0.94,en,650,159530,0.004074468751958879
194,0.95,en,745,159530,0.004669968031091331
195,0.96,en,526,159530,0.003297185482354416
196,0.97,en,343,159530,0.002150065818341378
197,0.98,en,163,159530,0.001021751394721996
198,0.99,en,32,159530,0.0002005892308656679
199,-0.97,de,4,1328,0.0030120481927710845
200,-0.96,de,1,1328,0.0007530120481927711
201,-0.95,de,12,1328,0.009036144578313253
202,-0.94,de,1,1328,0.0007530120481927711
203,-0.92,de,4,1328,0.0030120481927710845
204,-0.91,de,29,1328,0.021837349397590362
205,-0.9,de,1,1328,0.0007530120481927711
